Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
base_link,0.641929142475532,-1.26807734088086,0.853564940455791,0,0,0,0.181351463824276,4.64352580263178E-05,-1.60859698513833E-06,-5.04904249808737E-06,6.94511914152641E-05,-4.03261303886393E-08,5.5379297756951E-05,0,0,0,0,0,0,package://testurdf/meshes/base_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/base_link.STL,,baselink_hub-1,Origin_global,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
thumb_proximal_link,0.00943087376540641,0.0242260476197754,0.0314059170690262,0,0,0,0.0465101392877533,9.30548574727832E-06,-7.39532123026703E-07,-1.17050833013251E-06,8.62330334162692E-06,-2.82186822471662E-06,5.32449528366118E-06,0,0,0,0,0,0,package://testurdf/meshes/thumb_proximal_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/thumb_proximal_link.STL,,thumblink_proximal-1,Origin_proxthumbjt,Axis_proxthumbjt,proxthumbjt,revolute,0.6647,-1.2705,0.81459,1.5708,0,0.63697,base_link,0,1,0,0,0,3,0,,,,,,,,
thumb_middle_link,-0.0147085424490503,-0.0022359769691106,0.00146049999999354,0,0,0,0.00237356483439232,1.29616441015468E-07,3.65292485570083E-08,-3.93737971575241E-22,2.67532655893698E-07,-3.97046694025453E-22,1.95973867602164E-07,0,0,0,0,0,0,package://testurdf/meshes/thumb_middle_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/thumb_middle_link.STL,,ThumbBaseLink-1,Origin_midthumbjt,Axis_midthumbjt,midthumbjt,revolute,0.014652,0.046984,0.058347,-1.8643,0.57017,-1.7325,thumb_proximal_link,0,0,1,0,0,3,0,,,,,,,,
thumb_distal_link,0.00252187363152856,0.011624134713339,0.00386175438141101,0,0,0,0.00454227086585782,1.9260920328424E-07,-1.62081918690406E-08,1.30476449015295E-08,1.98487074125629E-07,-5.12079562162879E-08,2.46837106543801E-07,0,0,0,0,0,0,package://testurdf/meshes/thumb_distal_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/thumb_distal_link.STL,,thumbtiplink-1,Origin_distalthumbjt,Axis_distalthumbjt,distalthumbjt,revolute,-0.031162,0.004572,0,-3.1416,-1.3248,-1.8645,thumb_middle_link,0.96989,0,-0.24355,0,0,3,0,,,,,,,,
pointer_proximal_link,-0.0212397453796422,-0.00455683053787204,-0.00749508167179203,0,0,0,0.00340351995438899,1.90350853204294E-07,2.21224211582987E-08,2.63063496500219E-10,5.6876923490411E-07,3.22882540070348E-11,5.41183653928771E-07,0,0,0,0,0,0,package://testurdf/meshes/pointer_proximal_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/pointer_proximal_link.STL,,FingerBaseLink-7,Origin_proxpointerjt,Axis_proxpointerjt,proxpointerjt,revolute,0.66565,-1.2796,0.89813,1.5708,1.5497,-1.5708,base_link,0,0,1,0,0,3,0,,,,,,,,
pointer_middle_link,0.0148334053538077,-0.0043478174193734,0.00798443440700758,0,0,0,0.00291570286046311,9.9152566435551E-08,1.20393203024074E-08,1.8573568428043E-08,3.46628549122708E-07,-1.28947331876373E-09,3.24595383967733E-07,0,0,0,0,0,0,package://testurdf/meshes/pointer_middle_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/pointer_middle_link.STL,,Copy of FingerMiddleLink^dex_for_urdf-3,Origin_midpointerjt,Axis_midpointerjt,midpointerjt,revolute,-0.04318,0,-0.000254,3.1416,0,2.9023,pointer_proximal_link,0,0,1,0,0,3,0,,,,,,,,
pointer_distal_link,0.00313849628090379,0.0116911473589032,-0.00748905404587297,0,0,0,0.00355018220256363,1.88836780110076E-07,-8.5853444392346E-09,-1.53025119292647E-09,8.37741892072319E-08,-7.02657699368692E-09,1.6207326893582E-07,0,0,0,0,0,0,package://testurdf/meshes/pointer_distal_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/pointer_distal_link.STL,,fingertip_link-3,Origin_distalpointerjt,Axis_distalpointerjt,distalpointerjt,revolute,0.02667,0,0.000254,3.1416,0,1.6037,pointer_middle_link,0,0,1,0,0,3,0,,,,,,,,
middle_proximal_link,-0.0212923689434312,-0.00456812016141694,-0.00747776118326016,0,0,0,0.00339510694405002,1.89751783332399E-07,2.29385623820079E-08,-9.89033727413909E-10,5.64541180329566E-07,-2.3633930598169E-10,5.37182102142717E-07,0,0,0,0,0,0,package://testurdf/meshes/middle_proximal_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/middle_proximal_link.STL,,FingerBaseLink-8,Origin_proxmiddlejt,Axis_proxmiddlejt,proxmiddlejt,continuous,0.64774,-1.2796,0.89813,1.5708,1.461,-1.5708,base_link,0,0,1,,,,,,,,,,,,
middle_middle_link,0.0148334053538077,-0.0043478174193734,0.00798443440700747,0,0,0,0.00291570286046311,9.91525664355507E-08,1.20393203024075E-08,1.85735684280425E-08,3.46628549122705E-07,-1.28947331876398E-09,3.2459538396773E-07,0,0,0,0,0,0,package://testurdf/meshes/middle_middle_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/middle_middle_link.STL,,Copy of FingerMiddleLink^dex_for_urdf-4,Origin_midmiddlejt,Axis_midmiddlejt,midmiddlejt,continuous,-0.04318,0,-0.000253999999999865,3.14159265358979,0,2.25803720163224,middle_proximal_link,0,0,1,,,,,,,,,,,,
middle_distal_link,0.00313849628090379,0.0116911473589025,-0.00748905404587308,0,0,0,0.00355018220256362,1.88836780110076E-07,-8.58534443923481E-09,-1.53025119292644E-09,8.37741892072318E-08,-7.02657699368699E-09,1.6207326893582E-07,0,0,0,0,0,0,package://testurdf/meshes/middle_distal_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/middle_distal_link.STL,,fingertip_link-2,Origin_distalmiddlejt,Axis_distalmiddlejt,distalmiddlejt,continuous,0.0266699999999995,0,0.000254000000002863,3.14159265358979,0,1.04814775501242,middle_middle_link,0,0,1,,,,,,,,,,,,
ring_proximal_link,-0.0212923689937761,-0.0045681201694141,-0.00751241247663736,0,0,0,0.00339510727346776,1.8975128295522E-07,2.29385633357861E-08,1.51590385008428E-09,5.64540676580617E-07,3.01075417902906E-10,5.37182091548693E-07,0,0,0,0,0,0,package://testurdf/meshes/ring_proximal_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/ring_proximal_link.STL,,FingerBaseLink-6,Origin_proxringjt,Axis_proxringjt,proxringjt,continuous,0.62742,-1.2796,0.89813,-1.5708,1.4332,1.5708,base_link,0,0,1,,,,,,,,,,,,
ring_middle_link,0.0148334053538077,-0.00434781741937362,0.00798443440700725,0,0,0,0.00291570286046309,9.91525664355494E-08,1.20393203024075E-08,1.85735684280422E-08,3.46628549122704E-07,-1.28947331876381E-09,3.24595383967729E-07,0,0,0,0,0,0,package://testurdf/meshes/ring_middle_link.STL,0.792156862745098,0.819607843137255,0.933333333333333,1,0,0,0,0,0,0,package://testurdf/meshes/ring_middle_link.STL,,Copy of FingerMiddleLink^dex_for_urdf-5,Origin_midringjt,Axis_midringjt,midringjt,continuous,-0.0431799999999998,0,-0.000253999999999976,3.14159265358979,0,3.05678690328649,ring_proximal_link,0,0,1,,,,,,,,,,,,
